ID,APN,RegisteredDate,PropertyType,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone
88,4006012040,04/20/2016,Single Family,"3123 W HYDE PARK BLVD
LOS ANGELES, CA 90043
(33.980646, -118.32728)",LOS ANGELES,CA,90043,8,Caliber Home Loans,Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611
89,2321005049,01/21/2016,Single Family,"12221 W HART ST
LOS ANGELES, CA 91605
(34.197585, -118.399427)",LOS ANGELES,CA,91605,2,"OE Holdings, LLC",Phillip Silver,888-405-9881,,,,
90,2707002007,05/16/2016,Single Family,"20541 W NORTHRIDGE ROAD
LOS ANGELES, CA 91311
(34.26987, -118.573094)",LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,LPS,Jonathon Holt,1003  E Brier DR  San Bernardino CA 92408,281-404-7816
91,2220015024,04/01/2016,Single Family,"15002 W MARLIN PL
VAN NUYS, CA 91405
(34.197091, -118.459822)",VAN NUYS,CA,91405,6,"Center Street Lending Fund IV SPE, LLC, a Delaware Limited Liability Company",Kristina Ustrell,949-430-0757,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
92,7445022043,04/01/2016,Single Family,"1129 W CAPITOL DR
SAN PEDRO, CA 90732
(33.757039, -118.302201)",SAN PEDRO,CA,90732,15,Nationstar Mortgage LLC,Code Compliance,888-480-2432,"Safeguard Properties, Attn Code Compliance",Property Registrations,7887   Safeguard Cir  Valley View OH 44125,800-852-8306
93,6031010021,03/11/2016,Multi-Family,"317 W 76TH ST 1-5
LOS ANGELES, CA 90003
(33.970804, -118.279009)",LOS ANGELES,CA,90003,9,"Foreclosure Resolutions, LLC",William Umland,909-224-5797,,,,
94,6065030001,05/09/2016,Single Family,"1782 E 105TH ST
LOS ANGELES, CA 90002
(33.940671, -118.24086)",LOS ANGELES,CA,90002,15,Fannie Mae,Fabiola Martinez,818-887-7722,Kenneth Management Group,Fabiola Martinez,31129   Via Colinas  703 Westlake Village CA 91362,818-887-7722
95,2644025106,04/01/2016,Single Family,"9625 N SYLMAR AVE
LOS ANGELES, CA 91402
(34.24484, -118.447828)",LOS ANGELES,CA,91402,6,"Center Street Lending MP III SPE, LLC, a Delaware Limited Liability Company",Kristina Ustrell,949-430-0757,,,,
96,5163019068,04/21/2016,Single Family,"530 S MOLINO ST
LOS ANGELES, CA 90013
(34.040983, -118.233765)",LOS ANGELES,CA,90013,14,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,GALLARDO EXCAVATION/ FIVE BROTHERS,FERNANDO GALLARDO,15465   KENNEDY   FONTANA CA 92336,909-822-1706
97,4231021023,04/19/2016,Single Family,"4153 S CHASE ST
LOS ANGELES, CA 90066
(33.995388, -118.429914)",LOS ANGELES,CA,90066,11,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
98,5024021016,06/24/2016,Multi-Family,"4224 S CREED AVE
LOS ANGELES, CA 90008
(34.008042, -118.32796)",LOS ANGELES,CA,90008,10,Wescom Central Credit Union,Nicole Baylis,888-493-7266,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
99,5543027003,05/12/2016,Single Family,"1334 N NORMANDIE AVE
LOS ANGELES, CA 90027
(34.096374, -118.300506)",LOS ANGELES,CA,90027,13,Bayview Loan Servicing LLC,Loly Cambo,301-631-3760,Bron Inc,Eric Moore,41951   Remington AVE 150 Temecula CA 92590,951-428-2250
